pcode_ts,pcode_st,name_st,name_ts,candidate_name,party_name,votes
MMR005008,MMR005,Sagaing,Kyunhla,U Kyaw Nyunt,Union Solidarity And Development Party,27510
MMR005008,MMR005,Sagaing,Kyunhla,U Thein Maung,National Unity Party (NUP),14319
MMR005036,MMR005,Sagaing,Lahe,U Sar Mu,Union Solidarity And Development Party,0
MMR005035,MMR005,Sagaing,Lay Shi,U Shi Thee,Union Solidarity And Development Party,5827
MMR005035,MMR005,Sagaing,Lay Shi,U A'Lar Pop,National Unity Party (NUP),1163
MMR005031,MMR005,Sagaing,Mawlaik,U Myo Myint,Union Solidarity And Development Party,11032
MMR005031,MMR005,Sagaing,Mawlaik,U Thaung,National Unity Party (NUP),11562
MMR005029,MMR005,Sagaing,Mingin,U Maung Myint,Union Solidarity And Development Party,42717
MMR005029,MMR005,Sagaing,Mingin,Sayar San (A) U San,National Unity Party (NUP),12328
MMR005012,MMR005,Sagaing,Monywa,U Khin Maung Nyo,Union Of Myanmar Federation Of National Politics,3821
MMR005012,MMR005,Sagaing,Monywa,Dr. Myint Wai,National Democratic Force,22094
MMR005012,MMR005,Sagaing,Monywa,U Aye Soe,Democratic Party (Myanmar),1923
MMR005012,MMR005,Sagaing,Monywa,U Sein Nyan,National Unity Party (NUP),23057
MMR005012,MMR005,Sagaing,Monywa,U Khin Maung Oo,Union Solidarity And Development Party,75718
MMR005003,MMR005,Sagaing,Myaung,U Maung Soe,88 Generation Student Youths (Union Of Myanmar),5790
MMR005003,MMR005,Sagaing,Myaung,U Ohn Ngwe,Union Solidarity And Development Party,39621
MMR005003,MMR005,Sagaing,Myaung,U Kyaw Than,National Unity Party (NUP),9851
MMR005002,MMR005,Sagaing,Myinmu,U Htay Lwin,88 Generation Student Youths (Union Of Myanmar),5128
MMR005002,MMR005,Sagaing,Myinmu,U Sein Tun,National Unity Party (NUP),13026
MMR005002,MMR005,Sagaing,Myinmu,U Zaw Win Aung,Union Solidarity And Development Party,22639
MMR005037,MMR005,Sagaing,Nanyun,U Zin Wan,Union Solidarity And Development Party,12189
MMR005037,MMR005,Sagaing,Nanyun,U Naung Dan,National Unity Party (NUP),7445
MMR005019,MMR005,Sagaing,Pale,U Kyaw San,Union Solidarity And Development Party,68071
MMR005019,MMR005,Sagaing,Pale,U San Lwin,National Unity Party (NUP),4350
MMR005032,MMR005,Sagaing,Paungbyin,U Myint Swe,Union Solidarity And Development Party,22870
MMR005032,MMR005,Sagaing,Paungbyin,U Maung Oo,National Unity Party (NUP),23473
MMR005026,MMR005,Sagaing,Pinlebu,U Win Thein,Union Solidarity And Development Party,25634
MMR005026,MMR005,Sagaing,Pinlebu,U Sak Aung,National Unity Party (NUP),19659
MMR005001,MMR005,Sagaing,Sagaing,U Khin Muang Myint,Union Solidarity And Development Party,91015
MMR005001,MMR005,Sagaing,Sagaing,U Myint Swe,National Unity Party (NUP),18940
MMR005001,MMR005,Sagaing,Sagaing,U San Win Naing,88 Generation Student Youths (Union Of Myanmar),14490
MMR005018,MMR005,Sagaing,Salingyi,U Than Myint,Union Solidarity And Development Party,43724
MMR005018,MMR005,Sagaing,Salingyi,U Myint,National Unity Party (NUP),16058
MMR005004,MMR005,Sagaing,Shwebo,Dr. Aung Than,Union Solidarity And Development Party,88332
MMR005004,MMR005,Sagaing,Shwebo,U Hla Aung,National Unity Party (NUP),24697
MMR005010,MMR005,Sagaing,Tabayin,U Mya Than,Union Solidarity And Development Party,30983
MMR005010,MMR005,Sagaing,Tabayin,U Bo Maung,National Unity Party (NUP),13179
MMR005010,MMR005,Sagaing,Tabayin,U Bo Maung,Union Democracy Party,4221
MMR005030,MMR005,Sagaing,Tamu,U Khin Maung Shwe (A) U Poker,Union Solidarity And Development Party,23424
MMR005030,MMR005,Sagaing,Tamu,U Win Naing,National Unity Party (NUP),7767
MMR005030,MMR005,Sagaing,Tamu,U Kam Inn Do,Chin Progressive Party,10165
MMR005011,MMR005,Sagaing,Taze,U Tin Myint,Union Solidarity And Development Party,50966
MMR005011,MMR005,Sagaing,Taze,U Tik Oo,National Unity Party (NUP),10201
MMR005011,MMR005,Sagaing,Taze,U Ba Swe,Independent Candidates,2110
MMR005022,MMR005,Sagaing,Tigyaing,U Soe Soe,Union Solidarity And Development Party,22485
MMR005022,MMR005,Sagaing,Tigyaing,U Sein Hlaing,National Unity Party (NUP),19480
MMR005006,MMR005,Sagaing,Wetlet,U Thura Aye Myint,Union Solidarity And Development Party,83252
MMR005006,MMR005,Sagaing,Wetlet,U Aung San,National Unity Party (NUP),11374
MMR005025,MMR005,Sagaing,Wuntho,U Soe Paing,Union Solidarity And Development Party,23055
MMR005025,MMR005,Sagaing,Wuntho,U Hla Shwe,National Unity Party (NUP),8957
MMR005009,MMR005,Sagaing,Ye-U,U Aung Kyaw Oo,Union Solidarity And Development Party,36373
MMR005009,MMR005,Sagaing,Ye-U,U Nyi Nyi Soe,National Unity Party (NUP),15366
MMR005016,MMR005,Sagaing,Yinmabin,U Thaung Han,Union Solidarity And Development Party,41431
MMR005016,MMR005,Sagaing,Yinmabin,U Nyunt Maung,National Unity Party (NUP),17126
MMR016001,MMR222,Shan,Kengtung,U Kya Law,National Democratic Force,5758
MMR016001,MMR222,Shan,Kengtung,Sai Won,Shan Nationalities Democratic Party,14109
MMR016001,MMR222,Shan,Kengtung,U Steven,Union Solidarity And Development Party,46057
MMR016001,MMR222,Shan,Kengtung,Daw Nana Hla,National Unity Party (NUP),1739
MMR016001,MMR222,Shan,Kengtung,U Saw Philip,Wa National Unity Party,2700
MMR015024,MMR222,Shan,Matman,U Yaw Thup,Lahu National Development Party,3373
MMR015024,MMR222,Shan,Matman,U Aik Yon Mon,Wa Democratic Party,4627
MMR016010,MMR222,Shan,Monghpyak,U Aik Lon Naw Pan,National Democratic Force,230
MMR016010,MMR222,Shan,Monghpyak,U S. Margrat,Shan Nationalities Democratic Party,2918
MMR016010,MMR222,Shan,Monghpyak,U Sai Kyaut,Union Solidarity And Development Party,7405
MMR016010,MMR222,Shan,Monghpyak,U Shwe Thar Tun,National Unity Party (NUP),484
MMR016006,MMR222,Shan,Monghsat,Sai Myo Naing,Shan Nationalities Democratic Party,2433
MMR016006,MMR222,Shan,Monghsat,U Sai Kathi Ya',Union Solidarity And Development Party,16853
MMR016006,MMR222,Shan,Monghsat,U Sai Ye Naung,National Unity Party (NUP),883
MMR016002,MMR222,Shan,Mongkhet,U Sai Ai Yi,National Democratic Force,226
MMR016002,MMR222,Shan,Mongkhet,U Sai Kyaw Han,Shan Nationalities Democratic Party,1161
MMR016002,MMR222,Shan,Mongkhet,U Sai Be Kaw,Union Solidarity And Development Party,4713
MMR016002,MMR222,Shan,Mongkhet,U Nyein Maung,National Unity Party (NUP),283
MMR016007,MMR222,Shan,Mongping,Sai Leik,Shan Nationalities Democratic Party,6400
MMR016007,MMR222,Shan,Mongping,U Sai Tun Sein,Union Solidarity And Development Party,15397
MMR016007,MMR222,Shan,Mongping,U Sai Tin Nyunt,National Unity Party (NUP),565
MMR016007,MMR222,Shan,Mongping,U Yaw Thup,Lahu National Development Party,3641
MMR016008,MMR222,Shan,Mongton,Sai Kaw Taing,Shan Nationalities Democratic Party,3225
MMR016008,MMR222,Shan,Mongton,U Sai Aung Kyi,Union Solidarity And Development Party,8716
MMR016008,MMR222,Shan,Mongton,U Hla Htwe,National Unity Party (NUP),284
MMR016003,MMR222,Shan,Mongyang,U Aik Sam,National Democratic Force,136
MMR016003,MMR222,Shan,Mongyang,U Tin Win,Union Solidarity And Development Party,2697
MMR016003,MMR222,Shan,Mongyang,U Sai Moe Lwin,National Unity Party (NUP),146
MMR016003,MMR222,Shan,Mongyang,U Sai Tit,Shan Nationalities Democratic Party,940
MMR016011,MMR222,Shan,Mongyawng,U Sai Mar,Union Solidarity And Development Party,5413
MMR016011,MMR222,Shan,Mongyawng,U Sai Lon,National Unity Party (NUP),1804
MMR016011,MMR222,Shan,Mongyawng,U Sai Saw Tin,Shan Nationalities Democratic Party,9409
MMR016009,MMR222,Shan,Tachileik,U Sai Thein Aung,Shan Nationalities Democratic Party,22255
MMR016009,MMR222,Shan,Tachileik,U Sai Lar,National Unity Party (NUP),20756
MMR015021,MMR222,Shan,Hopang,U Kyin Wan,Wa Democratic Party,17582
MMR015021,MMR222,Shan,Hopang,U Saing Nup,Wa National Unity Party,294
MMR015002,MMR222,Shan,Hseni,Sai Win Khaing,Shan Nationalities Democratic Party,10457
MMR015002,MMR222,Shan,Hseni,U Sai Khun Say,Union Solidarity And Development Party,10377
MMR015002,MMR222,Shan,Hseni,U Sai Kyaw Tun,National Unity Party (NUP),1301
MMR015002,MMR222,Shan,Hseni,U Moris,Kokang Democracy And Unity Party,2569
MMR015014,MMR222,Shan,Hsipaw,U Sai Sein Linn,Union Solidarity And Development Party,18206
MMR015014,MMR222,Shan,Hsipaw,U Khin Muang Win,National Unity Party (NUP),3371
MMR015014,MMR222,Shan,Hsipaw,U Ye Tun (A) Min Tun,Shan Nationalities Democratic Party,36998
MMR015023,MMR222,Shan,Konkyan,U Kyan Tawin (A) Kyan Tewin,Union Solidarity And Development Party,0
MMR015020,MMR222,Shan,Kunlong,U Sein Tar,Wa Democratic Party,3676
MMR015020,MMR222,Shan,Kunlong,U Haw Shout Chan,Union Solidarity And Development Party,9675
MMR015020,MMR222,Shan,Kunlong,U Wan Kyin Tan,Kokang Democracy And Unity Party,7583
MMR015011,MMR222,Shan,Kutkai,Sai San Aye,Shan Nationalities Democratic Party,4090
MMR015011,MMR222,Shan,Kutkai,U Tee Khun Myunt,Union Solidarity And Development Party,39976
MMR015011,MMR222,Shan,Kutkai,U L.Kun Saing,Union Solidarity And Development Party,6329
MMR015011,MMR222,Shan,Kutkai,U Aik Saing,Ta-Aung (Palaung) National Party,16064
MMR015012,MMR222,Shan,Kyaukme,U Sai Naw Kun Oo,Union Solidarity And Development Party,20588
MMR015012,MMR222,Shan,Kyaukme,U Nelson (A) U Saung Htee,Shan Nationalities Democratic Party,37010
MMR015012,MMR222,Shan,Kyaukme,U Tun Yin,Ta-Aung (Palaung) National Party,15126
MMR015001,MMR222,Shan,Lashio,Sai Htun Aung,Shan Nationalities Democratic Party,29002
MMR015001,MMR222,Shan,Lashio,U Sai Myint Aye,Union Solidarity And Development Party,43295
MMR015001,MMR222,Shan,Lashio,U Maran Yaw,National Unity Party (NUP),7711
MMR015001,MMR222,Shan,Lashio,U Zaw Tun,Kokang Democracy And Unity Party,15579
MMR015022,MMR222,Shan,Laukkaing,U Kyaw Ni Naing,Union Solidarity And Development Party,0
MMR015018,MMR222,Shan,Mabein,U Myint Hlaing,Union Solidarity And Development Party,8374
MMR015018,MMR222,Shan,Mabein,U Soe Myint Win,National Unity Party (NUP),5384
MMR015018,MMR222,Shan,Mabein,U Sai Than Win Aung,Shan Nationalities Democratic Party,5176
MMR015019,MMR222,Shan,Manton,U Aik Mong,Ta-Aung (Palaung) National Party,0
MMR015008,MMR222,Shan,Mongmao,U Gutup Lanup,Wa Democratic Party,0
MMR015017,MMR222,Shan,Mongmit,Dr. Sai Naw,Shan Nationalities Democratic Party,12920
MMR015017,MMR222,Shan,Mongmit,U Kyaw Myint (A) Poe Topt,National Unity Party (NUP),13865
MMR015003,MMR222,Shan,Mongyai,Sai Thi Ha Kyaw,Shan Nationalities Democratic Party,9713
MMR015003,MMR222,Shan,Mongyai,U Sai Twun Sar,Union Solidarity And Development Party,5103
MMR015009,MMR222,Shan,Muse,Sai Boe Aung,Shan Nationalities Democratic Party,22380
MMR015009,MMR222,Shan,Muse,U Sai Ian,Union Solidarity And Development Party,18648
MMR015009,MMR222,Shan,Muse,U Khun Saing (A) Kung Gyint,National Unity Party (NUP),8612
MMR015016,MMR222,Shan,Namhsan,U Htwe Lwin (A) De Lone,Union Solidarity And Development Party,14570
MMR015016,MMR222,Shan,Namhsan,U Win Thein,National Unity Party (NUP),4535
MMR015016,MMR222,Shan,Namhsan,U Sai Haung Khan,Shan Nationalities Democratic Party,11591
MMR015006,MMR222,Shan,Narphan,Daw Saw Nan Lon,Wa Democratic Party,0
MMR015015,MMR222,Shan,Namtu,Sai Aung Hla,Shan Nationalities Democratic Party,10488
MMR015015,MMR222,Shan,Namtu,Sai San Lwin,Union Solidarity And Development Party,8405
MMR015010,MMR222,Shan,Namhkan,U Chit Tin,Union Solidarity And Development Party,11508
MMR015010,MMR222,Shan,Namhkan,U Sai Hla Aung,National Unity Party (NUP),979
MMR015010,MMR222,Shan,Namhkan,Dr. Sai Kyaw Ohn,Shan Nationalities Democratic Party,21350
MMR015010,MMR222,Shan,Namhkan,U Shwe Maung,Ta-Aung (Palaung) National Party,15462
MMR015013,MMR222,Shan,Nawnghkio,U Khin Maung Cho,Union Solidarity And Development Party,20710
MMR015013,MMR222,Shan,Nawnghkio,U Kyaw Myint,National Unity Party (NUP),22701
MMR015013,MMR222,Shan,Nawnghkio,U Sai Pu Aung,Shan Nationalities Democratic Party,14947
MMR015005,MMR222,Shan,Pangsang,U Sai Aung Tun,Wa Democratic Party,0
MMR015007,MMR222,Shan,Pangwaun,U Jep Seain,Wa Democratic Party,0
MMR015004,MMR222,Shan,Tangyan,Tun Sar (A) Sai Tun Win,Shan Nationalities Democratic Party,13424
MMR015004,MMR222,Shan,Tangyan,U Sai Khun Hlaing,Union Solidarity And Development Party,11352
MMR015004,MMR222,Shan,Tangyan,U Sai Myint Swe,National Unity Party (NUP),1955
MMR015004,MMR222,Shan,Tangyan,U Peter (A) San Barar,Wa Democratic Party,1661
MMR015004,MMR222,Shan,Tangyan,U Lot Paung,Wa National Unity Party,1946
MMR015004,MMR222,Shan,Tangyan,U Saw Ye,Lahu National Development Party,2551
MMR014003,MMR222,Shan,Hopong,U Khun Thein Pae,Pa-O National Organization (PNO),0
MMR014004,MMR222,Shan,Hsihseng,U Win Ko,Pa-O National Organization (PNO),0
MMR014005,MMR222,Shan,Kalaw,U Maung Maung Myint,National Unity Party (NUP),27848
MMR014005,MMR222,Shan,Kalaw,U Tin Naing Thein,Union Solidarity And Development Party,52543
MMR014014,MMR222,Shan,Kunhing,Nan Wah Nu,Shan Nationalities Democratic Party,8255
MMR014014,MMR222,Shan,Kunhing,U Sai Phone Khaung,Union Solidarity And Development Party,5665
MMR014015,MMR222,Shan,Kyethi,U Sai Kyaw Khaing,Union Solidarity And Development Party,4152
MMR014015,MMR222,Shan,Kyethi,Sai Aong Saing Maing,Shan Nationalities Democratic Party,12992
MMR014012,MMR222,Shan,Laihka,Sai Hla Kyaw,Shan Nationalities Democratic Party,9406
MMR014012,MMR222,Shan,Laihka,U Sai San Win,Union Solidarity And Development Party,6966
MMR014018,MMR222,Shan,Langkho,U Sai Maung Tin,Shan Nationalities Democratic Party,9774
MMR014018,MMR222,Shan,Langkho,U Sai Tun Aung,Union Solidarity And Development Party,2637
MMR014018,MMR222,Shan,Langkho,U Sai Bone Myint,National Unity Party (NUP),1389
MMR014008,MMR222,Shan,Lawksawk,U Khin Maung Myint,Union Solidarity And Development Party,46821
MMR014008,MMR222,Shan,Lawksawk,U Tun Oo,National Unity Party (NUP),15545
MMR014011,MMR222,Shan,Loilen,U Sap Saing Mai,Shan Nationalities Democratic Party,11481
MMR014011,MMR222,Shan,Loilen,U Khin Muang Thi,Union Solidarity And Development Party,18039
MMR014011,MMR222,Shan,Loilen,U Sai Long,National Unity Party (NUP),6743
MMR014020,MMR222,Shan,Mawkmai,Sai Tin Aung (A) Sai Oak,Shan Nationalities Democratic Party,4422
MMR014020,MMR222,Shan,Mawkmai,U Sai Naung Saing Hain,Union Solidarity And Development Party,5181
MMR014017,MMR222,Shan,Monghsu,Sai Lao Pan Pha,Shan Nationalities Democratic Party,7567
MMR014017,MMR222,Shan,Monghsu,U Kyaw Tin Shwe,Union Solidarity And Development Party,8576
MMR014016,MMR222,Shan,Mongkaing,Sai Htun Aye,Shan Nationalities Democratic Party,7358
MMR014016,MMR222,Shan,Mongkaing,U Sai Long,Union Solidarity And Development Party,2166
MMR014019,MMR222,Shan,Mongnai,U Sai Kyaw Myint,Shan Nationalities Democratic Party,8349
MMR014019,MMR222,Shan,Mongnai,U Sai Aung Than,Union Solidarity And Development Party,4257
MMR014021,MMR222,Shan,Mongpan,U Htun Myint Oo,Shan Nationalities Democratic Party,3929
MMR014021,MMR222,Shan,Mongpan,U Sai Kham Sin,Union Solidarity And Development Party,3319
MMR014013,MMR222,Shan,Nansang,U Maung Maung Swe,Union Solidarity And Development Party,0
MMR014002,MMR222,Shan,Nyaungshwe,U San Shwe,Union Solidarity And Development Party,30048
MMR014002,MMR222,Shan,Nyaungshwe,U Aung Lin,National Unity Party (NUP),7239
MMR014002,MMR222,Shan,Nyaungshwe,U Win Swe,Inn National Development Party,52195
MMR014010,MMR222,Shan,Pekon,U Khun Eugene,Kayan National Party,12743
MMR014010,MMR222,Shan,Pekon,U Francisco,Union Solidarity And Development Party,15028
MMR014010,MMR222,Shan,Pekon,U Kyaw Than,National Unity Party (NUP),7826
MMR014006,MMR222,Shan,Pindaya,U Win Kyi,Union Solidarity And Development Party,26459
MMR014006,MMR222,Shan,Pindaya,U Ohn Shwe,National Unity Party (NUP),10901
MMR014009,MMR222,Shan,Pinlaung,U Khun Maung Thaung,Pa-O National Organization (PNO),0
MMR014001,MMR222,Shan,Taunggyi,U San Lin,Union Solidarity And Development Party,76983
MMR014001,MMR222,Shan,Taunggyi,U Khin Muang Myint,National Unity Party (NUP),31415
MMR014001,MMR222,Shan,Taunggyi,Sap Wong Paing (A) Saw Wong Paing,Shan Nationalities Democratic Party,23165
MMR014001,MMR222,Shan,Taunggyi,U Kyaw Zayar (A) Khun Ye Thwe,Independent Candidates,33338
MMR014007,MMR222,Shan,Ywangan,U Zaw Oo,Union Solidarity And Development Party,9502
MMR014007,MMR222,Shan,Ywangan,U Hla Tun,National Unity Party (NUP),2624
MMR014007,MMR222,Shan,Ywangan,U Aung Thein,Independent Candidates,23922
MMR006010,MMR006,Tanintharyi,Bokpyin,U Aung Lin Khaing,Union Solidarity And Development Party,20746
MMR006010,MMR006,Tanintharyi,Bokpyin,U Shwe Tun,National Unity Party (NUP),10281
MMR006001,MMR006,Tanintharyi,Dawei,U Toe Po,National Democratic Force,14531
MMR006001,MMR006,Tanintharyi,Dawei,U Kyi Min,Union Solidarity And Development Party,28119
MMR006001,MMR006,Tanintharyi,Dawei,U Than Hla,National Unity Party (NUP),11819
MMR006009,MMR006,Tanintharyi,Kawthoung,U Myint Tun,Union Solidarity And Development Party,29350
MMR006009,MMR006,Tanintharyi,Kawthoung,U Thaung Shain,National Unity Party (NUP),14491
MMR006006,MMR006,Tanintharyi,Kyunsu,U Soe Thu,Union Solidarity And Development Party,0
MMR006002,MMR006,Tanintharyi,Launglon,Dr. Kyaw Kyaw Tay,Union Solidarity And Development Party,37620
MMR006002,MMR006,Tanintharyi,Launglon,U Zaw Win,National Unity Party (NUP),17819
MMR006005,MMR006,Tanintharyi,Myeik,U Htay Myint,Union Solidarity And Development Party,74843
MMR006005,MMR006,Tanintharyi,Myeik,U Pyi Aye,National Unity Party (NUP),36729
MMR006007,MMR006,Tanintharyi,Palaw,U Maung Hla (A) U Hla Myint,Union Solidarity And Development Party,47299
MMR006007,MMR006,Tanintharyi,Palaw,U Myo Nyunt,National Unity Party (NUP),9627
MMR006008,MMR006,Tanintharyi,Tanintharyi,U Yon Bee,Union Solidarity And Development Party,20482
MMR006008,MMR006,Tanintharyi,Tanintharyi,U Soe Yee,National Unity Party (NUP),19101
MMR006003,MMR006,Tanintharyi,Thayetchaung,U Kin Sein,Union Solidarity And Development Party,26970
MMR006003,MMR006,Tanintharyi,Thayetchaung,U Nyo Thein,National Unity Party (NUP),14977
MMR006004,MMR006,Tanintharyi,Yebyu,U Aung Thet,National Democratic Force,11096
MMR006004,MMR006,Tanintharyi,Yebyu,U Hla Aung,National Unity Party (NUP),14377
MMR006004,MMR006,Tanintharyi,Yebyu,U Win Oo,Union Solidarity And Development Party,17452
MMR013037,MMR013,Yangon,Ahlone,U Ohn Myint,Union Solidarity And Development Party,8899
MMR013037,MMR013,Yangon,Ahlone,U Myint Aung,88 Generation Student Youths (Union Of Myanmar),1360
MMR013037,MMR013,Yangon,Ahlone,Daw May May Aung,National Unity Party (NUP),1949
MMR013037,MMR013,Yangon,Ahlone,U Thein Kyi,National Political Alliances League,805
MMR013037,MMR013,Yangon,Ahlone,U Khin Maung Yee (A) U Khiang Maung Yi,National Democratic Force,13683
MMR013044,MMR013,Yangon,Bahan,Dr. Maung Maung Wint,Union Solidarity And Development Party,15769
MMR013044,MMR013,Yangon,Bahan,U Ohn Kyaing,National Unity Party (NUP),3099
MMR013044,MMR013,Yangon,Bahan,U Aung Nyein,Democratic Party (Myanmar),5052
MMR013044,MMR013,Yangon,Bahan,U Aung Myat Tun,National Democratic Force,14786
MMR013017,MMR013,Yangon,Botahtaung,U Win Htein Oo,Independent Candidates,1086
MMR013017,MMR013,Yangon,Botahtaung,U Sein Myint,Union Solidarity And Development Party,10902
MMR013017,MMR013,Yangon,Botahtaung,U Min Aung,National Democratic Force,8081
MMR013032,MMR013,Yangon,Cocokyun,U Aye Pe,Union Solidarity And Development Party,653
MMR013032,MMR013,Yangon,Cocokyun,U Thein Aung,National Democratic Force,122
MMR013043,MMR013,Yangon,Dagon,U Nanda Kyaw Swa,Union Solidarity And Development Party,6608
MMR013043,MMR013,Yangon,Dagon,U Mya Sein,National Unity Party (NUP),1128
MMR013043,MMR013,Yangon,Dagon,U Thar Myint Htoo,National Democratic Force,3473
MMR013020,MMR013,Yangon,Dagon Myothit (East),U Myint Thu,Union Solidarity And Development Party,0
MMR013020,MMR013,Yangon,Dagon Myothit (East),U Aye Sein,National Unity Party (NUP),0
MMR013020,MMR013,Yangon,Dagon Myothit (East),U Kyee Myint,National Democratic Force,0
MMR013019,MMR013,Yangon,Dagon Myothit (North),U Kam Kho Paung,88 Generation Student Youths (Union Of Myanmar),4352
MMR013019,MMR013,Yangon,Dagon Myothit (North),U Zaw Lwin,Union Solidarity And Development Party,32736
MMR013019,MMR013,Yangon,Dagon Myothit (North),U Mya Soe,National Unity Party (NUP),7883
MMR013019,MMR013,Yangon,Dagon Myothit (North),U Than Zaw Aung,Democratic Party (Myanmar),4575
MMR013019,MMR013,Yangon,Dagon Myothit (North),Daw Tin Nwe Oo,National Democratic Force,34800
MMR013021,MMR013,Yangon,Dagon Myothit (Seikkan),U Tun Wa,88 Generation Student Youths (Union Of Myanmar),8742
MMR013021,MMR013,Yangon,Dagon Myothit (Seikkan),U Thein Htaik,Union Solidarity And Development Party,20119
MMR013021,MMR013,Yangon,Dagon Myothit (Seikkan),U Win Thein,National Unity Party (NUP),7554
MMR013018,MMR013,Yangon,Dagon Myothit (South),Daw Su Su Hlaing,Union Solidarity And Development Party,61875
MMR013018,MMR013,Yangon,Dagon Myothit (South),U Tint Swe,Democratic Party (Myanmar),9600
MMR013018,MMR013,Yangon,Dagon Myothit (South),U Kyaw Zeya Win,National Democratic Force,46828
MMR013018,MMR013,Yangon,Dagon Myothit (South),U Than Tun,National Unity Party (NUP),14346
MMR013030,MMR013,Yangon,Dala,U Than Zaw Oo,Independent Candidates,2575
MMR013030,MMR013,Yangon,Dala,U Hla Tun Oo,Union Solidarity And Development Party,33460
MMR013030,MMR013,Yangon,Dala,U Khin Maung Myint,National Unity Party (NUP),5866
MMR013030,MMR013,Yangon,Dala,U San Aung,Democratic Party (Myanmar),3522
MMR013030,MMR013,Yangon,Dala,U Aung Kyaw Win,National Democratic Force,11033
MMR013030,MMR013,Yangon,Dala,Daw Tin Tin Yee,88 Generation Student Youths (Union Of Myanmar),7053
MMR013014,MMR013,Yangon,Dawbon,U Hla Myint,Union Solidarity And Development Party,14739
MMR013014,MMR013,Yangon,Dawbon,U Thein Tun,National Unity Party (NUP),6697
MMR013014,MMR013,Yangon,Dawbon,U Aung Paing (A) U Par,Democratic Party (Myanmar),1430
MMR013014,MMR013,Yangon,Dawbon,U Min Min Tun,National Democratic Force,12147
MMR013040,MMR013,Yangon,Hlaing,Daw Wuzar Maw Htun,Independent Candidates,8270
MMR013040,MMR013,Yangon,Hlaing,U Thuya Tun,88 Generation Student Youths (Union Of Myanmar),5255
MMR013040,MMR013,Yangon,Hlaing,Dr. Win Myint,Union Solidarity And Development Party,24238
MMR013040,MMR013,Yangon,Hlaing,U Than Tun,National Unity Party (NUP),4993
MMR013040,MMR013,Yangon,Hlaing,U Khin Kyaw,National Democratic Force,17921
MMR013008,MMR013,Yangon,Hlaingtharya,U Khin Oo,Independent Candidates,3136
MMR013008,MMR013,Yangon,Hlaingtharya,U Pyithu (Aka) U Sein Hla,Independent Candidates,2561
MMR013008,MMR013,Yangon,Hlaingtharya,Daw Nyunt Yin Win,Independent Candidates,18606
MMR013008,MMR013,Yangon,Hlaingtharya,U Kyaw Min Naing,Independent Candidates,2167
MMR013008,MMR013,Yangon,Hlaingtharya,U Myint Thein,88 Generation Student Youths (Union Of Myanmar),44317
MMR013008,MMR013,Yangon,Hlaingtharya,U Nyan Win,Union Solidarity And Development Party,54841
MMR013008,MMR013,Yangon,Hlaingtharya,U Khin Maung Htwe,National Unity Party (NUP),34558
MMR013008,MMR013,Yangon,Hlaingtharya,U Htay,Union Democracy Party,7561
MMR013008,MMR013,Yangon,Hlaingtharya,U Myint Zaw,Modern People's Party,1830
MMR013004,MMR013,Yangon,Hlegu,U Khin Maung Soe,Union Solidarity And Development Party,81625
MMR013004,MMR013,Yangon,Hlegu,Daw Thein Htay,National Unity Party (NUP),10234
MMR013004,MMR013,Yangon,Hlegu,U Myint Khine,National Democratic Force,13815
MMR013003,MMR013,Yangon,Hmawbi,U Kyee Myint,Union Solidarity And Development Party,65278
MMR013003,MMR013,Yangon,Hmawbi,U Nyunt Shwe,National Unity Party (NUP),14558
MMR013003,MMR013,Yangon,Hmawbi,U Zaw Lwin,Democratic Party (Myanmar),11151
MMR013003,MMR013,Yangon,Hmawbi,U Saw Sonny Boy,Kayin Peopleês Party,5069
MMR013006,MMR013,Yangon,Htantabin,U Min Min Tun,88 Generation Student Youths (Union Of Myanmar),4908
MMR013006,MMR013,Yangon,Htantabin,U Thein Yee,Union Solidarity And Development Party,37238
MMR013006,MMR013,Yangon,Htantabin,U Kyaw Dun,National Unity Party (NUP),10775
MMR013006,MMR013,Yangon,Htantabin,U Moe Kyaw,National Democratic Force,8417
MMR013001,MMR013,Yangon,Insein,U Hla Tun,88 Generation Student Youths (Union Of Myanmar),19500
MMR013001,MMR013,Yangon,Insein,U Aye Myint,Union Solidarity And Development Party,57195
MMR013001,MMR013,Yangon,Insein,U Thein Tin,National Unity Party (NUP),17789
MMR013001,MMR013,Yangon,Insein,U Moe Tun,Democratic Party (Myanmar),22099
MMR013001,MMR013,Yangon,Insein,U Aye Naing,Democracy And Peace Party,4743
MMR013041,MMR013,Yangon,Kamaryut,Dr. Phone Win,Independent Candidates,6237
MMR013041,MMR013,Yangon,Kamaryut,U Aung Myo Tun,88 Generation Student Youths (Union Of Myanmar),1525
MMR013041,MMR013,Yangon,Kamaryut,Dr. Soe Yin,Union Solidarity And Development Party,9143
MMR013041,MMR013,Yangon,Kamaryut,Dr. Min Myint,National Unity Party (NUP),2240
MMR013041,MMR013,Yangon,Kamaryut,U Aung Than Myint,Democratic Party (Myanmar),846
MMR013041,MMR013,Yangon,Kamaryut,U Kyaw Min Hlaing,National Democratic Force,8971
MMR013028,MMR013,Yangon,Kawhmu,U Soe Tint,Union Solidarity And Development Party,42176
MMR013028,MMR013,Yangon,Kawhmu,U Ohn Thaung,National Unity Party (NUP),13944
MMR013028,MMR013,Yangon,Kawhmu,U Win Maung,Modern People's Party,1638
